Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole
46,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Life Sciences,1,3,Research Director,3,Married,17861,6,No,13,3,0,2,1,2
18,1.0,Travel_Rarely,Research & Development,3,Bachelor Degree,Life Sciences,3,3,Laboratory Technician,3,Single,1420,1,No,13,3,0,2,3,0
26,1.0,Travel_Frequently,Research & Development,5,College,Medical,3,2,Research Scientist,3,Married,2366,1,Yes,14,1,1,2,3,7
25,1.0,Travel_Rarely,Sales,9,College,Life Sciences,1,2,Sales Representative,1,Married,4400,3,No,12,1,0,2,3,2
48,0.0,Travel_Rarely,Sales,7,Bachelor Degree,Marketing,3,3,Sales Executive,1,Divorced,5486,4,No,11,1,3,3,3,2
44,0.0,Travel_Rarely,Research & Development,8,Master,Life Sciences,1,4,Laboratory Technician,4,Married,2818,2,Yes,24,3,1,2,2,2
31,0.0,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,1,3,Research Director,2,Single,16422,3,No,11,3,0,3,4,2
33,0.0,Travel_Frequently,Sales,5,Below College,Life Sciences,2,3,Sales Executive,4,Married,9998,6,No,13,1,0,2,4,4
30,0.0,Non-Travel,Sales,25,College,Technical Degree,4,3,Sales Executive,3,Married,4736,7,Yes,12,2,1,2,4,2
37,0.0,Travel_Rarely,Research & Development,1,Master,Life Sciences,2,3,Manufacturing Director,2,Married,6447,6,No,12,2,1,2,2,5
29,0.0,Travel_Rarely,Research & Development,15,Bachelor Degree,Life Sciences,3,3,Research Scientist,4,Single,2340,1,No,19,1,0,1,3,5
24,1.0,Travel_Frequently,Research & Development,7,Bachelor Degree,Life Sciences,1,3,Laboratory Technician,3,Married,2886,1,Yes,16,4,1,4,3,3
51,0.0,Travel_Rarely,Sales,21,Master,Marketing,3,3,Sales Executive,4,Single,5441,0,Yes,22,4,0,2,1,7
45,0.0,Travel_Rarely,Research & Development,7,Bachelor Degree,Medical,1,3,Research Scientist,3,Married,4477,4,Yes,19,3,1,2,2,2
44,1.0,Travel_Rarely,Research & Development,15,Bachelor Degree,Medical,1,3,Healthcare Representative,4,Married,7978,1,No,11,4,1,2,3,7
40,0.0,Travel_Frequently,Research & Development,2,College,Medical,3,4,Healthcare Representative,2,Married,4244,1,No,24,4,1,2,3,7
34,0.0,Travel_Rarely,Research & Development,1,Doctor,Life Sciences,2,3,Research Scientist,4,Married,2691,1,No,12,4,1,4,2,9
56,0.0,Travel_Rarely,Research & Development,1,College,Life Sciences,1,3,Research Scientist,1,Married,2066,2,No,22,4,1,3,4,2
33,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Medical,3,3,Laboratory Technician,4,Single,2496,4,No,11,4,0,3,3,1
55,0.0,Non-Travel,Research & Development,8,Below College,Medical,4,2,Healthcare Representative,2,Divorced,13577,1,Yes,15,4,1,3,3,9
46,0.0,Travel_Rarely,Sales,3,Below College,Marketing,1,3,Manager,3,Married,17465,3,No,12,4,1,3,3,9
27,0.0,Non-Travel,Sales,1,Below College,Marketing,3,3,Sales Executive,2,Married,6349,0,Yes,13,4,1,0,3,4
45,0.0,Travel_Frequently,Research & Development,25,Bachelor Degree,Medical,2,3,Manager,2,Single,18061,3,No,22,3,0,4,3,0
55,0.0,Travel_Rarely,Research & Development,1,Master,Medical,2,4,Research Director,4,Divorced,14732,2,No,13,4,2,4,4,7
27,0.0,Travel_Rarely,Sales,11,Bachelor Degree,Medical,3,4,Sales Representative,4,Married,2534,8,No,14,2,1,4,3,0
28,0.0,Travel_Rarely,Sales,2,Master,Marketing,2,3,Sales Executive,2,Married,4779,1,Yes,20,1,0,2,3,7
42,0.0,Travel_Rarely,Sales,14,College,Medical,3,2,Sales Executive,3,Single,6244,7,No,17,1,0,6,3,4
29,1.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Technical Degree,3,3,Research Scientist,3,Single,2058,0,No,14,4,0,1,2,2
29,0.0,Travel_Rarely,Research & Development,15,Below College,Life Sciences,2,1,Research Scientist,4,Married,2168,0,Yes,18,1,1,2,2,4
47,0.0,Travel_Rarely,Sales,14,Master,Marketing,4,3,Sales Executive,1,Single,4960,2,No,12,4,0,2,3,7
32,0.0,Travel_Frequently,Research & Development,13,Bachelor Degree,Other,3,2,Laboratory Technician,2,Married,2743,1,No,20,3,1,2,3,2
24,1.0,Travel_Rarely,Sales,1,Below College,Technical Degree,1,3,Sales Representative,2,Single,3202,1,Yes,16,2,0,4,3,3
34,0.0,Travel_Rarely,Research & Development,2,Master,Technical Degree,3,3,Healthcare Representative,4,Single,6687,1,No,11,4,0,2,4,11
37,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Technical Degree,2,3,Manufacturing Director,4,Single,7491,4,No,17,4,0,3,4,5
32,0.0,Non-Travel,Sales,26,Master,Marketing,3,3,Sales Executive,4,Married,4465,0,No,18,1,0,2,3,2
27,0.0,Travel_Rarely,Sales,8,Master,Marketing,2,3,Sales Executive,2,Married,6214,1,No,18,1,1,3,3,7
42,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Medical,4,2,Laboratory Technician,1,Divorced,2593,0,Yes,11,3,1,4,3,6
38,0.0,Travel_Rarely,Sales,7,Master,Marketing,4,2,Sales Executive,4,Single,4028,0,No,20,1,0,2,3,7
49,0.0,Travel_Rarely,Research & Development,1,College,Technical Degree,3,2,Healthcare Representative,3,Single,13964,7,Yes,12,4,0,2,3,1
34,0.0,Travel_Rarely,Sales,1,Master,Marketing,2,4,Sales Executive,4,Divorced,9725,0,No,11,4,1,2,2,1
40,0.0,Travel_Frequently,Sales,5,Master,Life Sciences,4,2,Sales Executive,1,Married,10475,5,Yes,21,3,1,2,3,13
38,0.0,Travel_Frequently,Research & Development,2,College,Life Sciences,4,3,Laboratory Technician,4,Married,1702,1,Yes,23,3,1,3,3,0
27,0.0,Non-Travel,Research & Development,3,Bachelor Degree,Medical,4,3,Research Scientist,4,Married,1706,1,No,11,3,3,6,2,0
38,0.0,Non-Travel,Sales,2,College,Life Sciences,4,2,Sales Executive,4,Married,5249,3,No,18,4,1,0,3,7
47,0.0,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,4,3,Research Director,3,Married,18300,4,No,11,2,1,2,3,2
38,0.0,Travel_Rarely,Research & Development,29,Bachelor Degree,Technical Degree,4,3,Manufacturing Director,4,Married,6261,3,No,18,1,1,3,1,7
30,0.0,Travel_Rarely,Research & Development,18,Bachelor Degree,Life Sciences,1,3,Research Scientist,3,Single,2632,1,No,14,3,0,4,2,4
28,0.0,Travel_Frequently,Research & Development,6,Bachelor Degree,Life Sciences,3,2,Research Scientist,3,Divorced,2703,1,Yes,14,4,1,2,3,1
27,0.0,Travel_Rarely,Research & Development,6,Master,Medical,1,2,Research Scientist,3,Divorced,2187,0,No,12,3,2,5,2,3
46,0.0,Travel_Rarely,Human Resources,1,College,Life Sciences,4,3,Human Resources,1,Single,3423,6,No,12,3,0,3,4,6
40,1.0,Non-Travel,Sales,24,Bachelor Degree,Life Sciences,2,4,Sales Executive,2,Single,13194,4,Yes,16,4,0,2,2,0
55,0.0,Travel_Rarely,Research & Development,2,College,Medical,4,1,Manager,3,Married,19187,4,No,14,4,1,5,3,9
26,0.0,Travel_Rarely,Research & Development,23,Bachelor Degree,Life Sciences,1,3,Research Scientist,4,Divorced,2886,1,No,22,2,2,3,1,2
35,0.0,Travel_Frequently,Research & Development,4,Master,Other,4,2,Laboratory Technician,4,Married,2376,1,No,13,2,1,2,4,2
42,0.0,Travel_Rarely,Research & Development,2,Master,Life Sciences,3,3,Healthcare Representative,4,Married,4089,1,No,13,2,2,4,3,2
40,0.0,Travel_Rarely,Sales,10,Bachelor Degree,Technical Degree,2,2,Sales Executive,2,Divorced,6852,7,No,12,2,1,2,4,1
19,0.0,Travel_Rarely,Research & Development,3,Below College,Medical,2,3,Laboratory Technician,2,Single,1483,1,No,14,4,0,3,3,0
39,1.0,Non-Travel,Research & Development,2,Bachelor Degree,Life Sciences,1,2,Laboratory Technician,1,Single,3646,2,Yes,23,2,0,2,4,0
49,0.0,Travel_Rarely,Research & Development,7,Master,Life Sciences,3,3,Healthcare Representative,2,Divorced,10466,3,No,14,2,2,3,3,7
20,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Life Sciences,4,2,Research Scientist,2,Single,2836,1,No,13,4,0,0,4,0
32,0.0,Travel_Rarely,Sales,7,Bachelor Degree,Life Sciences,4,2,Sales Executive,3,Married,5484,1,No,14,3,1,3,2,8
36,0.0,Non-Travel,Sales,10,Master,Medical,2,3,Sales Executive,4,Single,9980,1,No,14,4,0,3,2,3
43,0.0,Travel_Frequently,Sales,26,College,Life Sciences,3,3,Manager,4,Married,16959,1,Yes,12,4,2,3,4,12
26,0.0,Travel_Frequently,Research & Development,1,College,Life Sciences,1,1,Laboratory Technician,4,Divorced,4364,3,No,14,1,1,2,3,2
27,1.0,Travel_Rarely,Sales,2,Below College,Marketing,3,3,Sales Representative,1,Divorced,3041,0,No,11,2,1,3,3,3
42,0.0,Travel_Frequently,Research & Development,5,College,Other,2,3,Laboratory Technician,3,Married,2093,4,No,17,4,1,4,3,2
34,0.0,Travel_Rarely,Sales,3,Bachelor Degree,Other,4,1,Sales Executive,1,Single,4759,3,No,18,4,0,2,3,9
55,1.0,Travel_Rarely,Sales,13,Master,Marketing,1,4,Sales Executive,3,Single,13695,6,Yes,17,3,0,2,2,7
42,0.0,Travel_Rarely,Research & Development,3,Bachelor Degree,Life Sciences,3,4,Laboratory Technician,4,Married,5231,2,Yes,13,2,1,1,2,3
33,0.0,Travel_Frequently,Sales,7,Bachelor Degree,Life Sciences,4,3,Sales Executive,2,Married,4302,0,No,17,3,1,3,3,2
30,0.0,Travel_Rarely,Research & Development,24,Below College,Life Sciences,4,3,Laboratory Technician,3,Divorced,2693,1,No,22,2,1,2,3,0
35,0.0,Travel_Rarely,Research & Development,1,Master,Medical,4,2,Laboratory Technician,3,Married,2258,6,No,12,2,1,2,3,0
42,0.0,Travel_Rarely,Sales,4,Master,Marketing,2,3,Sales Executive,1,Single,5155,7,No,13,4,0,3,4,4
40,0.0,Travel_Frequently,Research & Development,9,Master,Medical,4,3,Research Scientist,2,Divorced,3617,8,Yes,14,4,1,2,3,1
34,0.0,Travel_Rarely,Sales,2,Bachelor Degree,Other,4,3,Sales Executive,4,Single,6274,1,No,22,3,0,5,3,5
50,0.0,Travel_Rarely,Research & Development,29,Master,Life Sciences,2,2,Manager,3,Married,17046,0,No,15,2,1,2,3,10
45,0.0,Travel_Rarely,Research & Development,29,Bachelor Degree,Medical,3,3,Research Scientist,4,Single,3452,5,No,13,2,0,2,2,5
21,1.0,Travel_Rarely,Sales,12,Bachelor Degree,Life Sciences,3,4,Sales Representative,2,Single,2716,1,No,15,4,0,0,3,0
37,0.0,Travel_Rarely,Research & Development,1,College,Medical,3,2,Research Scientist,1,Married,3920,2,No,14,1,1,2,2,1
33,0.0,Travel_Frequently,Sales,10,Bachelor Degree,Marketing,2,2,Sales Executive,4,Single,4682,3,No,14,3,0,6,2,7
47,0.0,Travel_Rarely,Research & Development,2,College,Other,3,3,Manager,4,Married,16752,1,Yes,11,3,1,3,2,14
30,1.0,Travel_Frequently,Sales,12,Master,Life Sciences,2,2,Sales Representative,1,Married,2033,1,No,18,3,1,2,4,0
27,0.0,Travel_Rarely,Research & Development,1,College,Life Sciences,3,3,Manufacturing Director,1,Married,7412,1,No,11,4,0,3,3,7
50,0.0,Non-Travel,Research & Development,2,Master,Life Sciences,1,3,Manager,1,Divorced,17924,1,No,11,4,1,3,3,6
29,1.0,Travel_Rarely,Research & Development,1,College,Life Sciences,2,2,Laboratory Technician,1,Married,2319,1,Yes,11,4,1,1,3,0
36,0.0,Travel_Rarely,Sales,16,Master,Marketing,3,2,Sales Executive,1,Married,5647,4,No,13,1,2,3,2,2
45,0.0,Travel_Rarely,Research & Development,7,Bachelor Degree,Life Sciences,2,3,Research Scientist,1,Divorced,9724,2,No,17,3,1,2,3,0
50,1.0,Travel_Frequently,Sales,8,College,Technical Degree,2,3,Sales Executive,3,Married,6796,3,Yes,14,1,1,4,3,3
33,0.0,Travel_Frequently,Research & Development,1,Master,Other,3,4,Healthcare Representative,2,Married,5488,1,Yes,13,1,1,2,3,5
46,0.0,Travel_Rarely,Research & Development,2,Master,Technical Degree,4,3,Manufacturing Director,4,Divorced,7379,2,No,11,3,1,3,2,3
54,0.0,Travel_Rarely,Human Resources,19,Master,Medical,3,3,Human Resources,2,Married,10725,2,No,15,3,1,1,4,7
47,0.0,Travel_Rarely,Sales,2,College,Marketing,3,3,Sales Executive,4,Married,4537,0,Yes,22,1,1,2,3,6
33,0.0,Travel_Rarely,Sales,8,Master,Marketing,3,3,Sales Executive,3,Divorced,7104,0,No,12,4,0,3,3,0
35,0.0,Travel_Rarely,Research & Development,9,Bachelor Degree,Life Sciences,4,2,Manufacturing Director,3,Married,10685,1,Yes,20,2,1,2,3,14
39,0.0,Non-Travel,Research & Development,9,Bachelor Degree,Life Sciences,3,3,Laboratory Technician,2,Single,6782,9,No,15,3,0,2,2,4
38,0.0,Travel_Rarely,Research & Development,23,Master,Life Sciences,4,3,Healthcare Representative,4,Divorced,5745,9,No,14,2,1,2,3,2
54,0.0,Travel_Rarely,Sales,2,Master,Life Sciences,3,2,Sales Executive,3,Married,10686,6,No,11,2,1,4,3,4
37,0.0,Travel_Rarely,Research & Development,10,Master,Life Sciences,3,3,Manufacturing Director,2,Single,4197,2,Yes,12,4,0,2,2,0
20,0.0,Travel_Rarely,Research & Development,3,Bachelor Degree,Life Sciences,1,2,Laboratory Technician,3,Single,3033,1,No,12,1,0,2,2,2
40,0.0,Travel_Frequently,Research & Development,16,Master,Medical,1,2,Laboratory Technician,3,Single,5094,6,No,14,4,0,6,3,0
51,0.0,Travel_Frequently,Sales,9,Bachelor Degree,Life Sciences,4,3,Manager,2,Divorced,19847,4,Yes,24,1,1,5,2,10
34,1.0,Travel_Frequently,Research & Development,7,Bachelor Degree,Life Sciences,1,1,Laboratory Technician,3,Single,6074,1,Yes,24,4,0,3,3,7
34,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Life Sciences,4,2,Laboratory Technician,2,Married,3294,5,No,17,1,1,2,2,4
42,0.0,Travel_Rarely,Research & Development,24,Bachelor Degree,Medical,4,3,Manufacturing Director,1,Married,7406,1,Yes,21,4,1,5,2,9
30,0.0,Non-Travel,Research & Development,7,Bachelor Degree,Technical Degree,3,3,Research Scientist,3,Divorced,1274,1,No,13,2,2,2,2,0
50,0.0,Travel_Rarely,Research & Development,11,Bachelor Degree,Life Sciences,3,3,Manager,2,Single,19926,3,No,15,2,0,5,3,4
31,0.0,Travel_Rarely,Research & Development,1,Master,Medical,3,3,Research Scientist,2,Single,2501,1,No,17,2,0,4,3,1
41,0.0,Travel_Frequently,Research & Development,22,Bachelor Degree,Life Sciences,4,3,Research Scientist,4,Divorced,5467,3,Yes,14,1,2,4,2,2
41,0.0,Travel_Frequently,Research & Development,10,Bachelor Degree,Life Sciences,4,2,Manager,1,Divorced,17181,4,No,13,2,1,2,2,6
52,0.0,Travel_Rarely,Research & Development,1,College,Life Sciences,4,3,Manager,4,Married,17099,2,No,15,2,1,2,2,8
40,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Life Sciences,3,3,Research Scientist,4,Single,4661,1,No,13,3,0,4,3,8
49,0.0,Travel_Frequently,Research & Development,10,Master,Life Sciences,3,3,Research Director,1,Single,18665,9,Yes,11,4,0,4,3,2
27,0.0,Travel_Rarely,Sales,10,Bachelor Degree,Marketing,4,2,Sales Executive,4,Married,5769,1,Yes,11,4,0,3,3,2
38,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Life Sciences,4,3,Research Scientist,4,Single,3944,5,Yes,11,3,0,3,3,2
51,0.0,Travel_Frequently,Sales,2,Bachelor Degree,Marketing,2,3,Sales Executive,2,Married,10596,2,No,11,2,0,5,3,2
40,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Medical,3,3,Research Scientist,3,Divorced,2345,2,No,14,3,1,3,4,1
29,0.0,Travel_Rarely,Research & Development,6,Below College,Medical,2,3,Laboratory Technician,4,Married,3131,1,No,13,1,1,5,3,8
40,0.0,Travel_Rarely,Sales,10,Master,Marketing,1,2,Sales Executive,2,Divorced,9705,2,No,12,2,1,2,2,0
30,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Life Sciences,3,1,Manufacturing Director,4,Single,6091,2,No,20,3,0,2,3,4
29,0.0,Travel_Rarely,Research & Development,19,Bachelor Degree,Technical Degree,4,3,Manufacturing Director,4,Divorced,4262,4,No,12,2,2,2,4,2
35,0.0,Travel_Rarely,Sales,1,Doctor,Marketing,3,3,Sales Executive,2,Married,7295,1,No,13,1,2,3,3,8
45,0.0,Travel_Rarely,Sales,11,College,Life Sciences,4,3,Manager,4,Married,17650,3,No,13,2,1,4,4,3
43,0.0,Travel_Frequently,Research & Development,27,Bachelor Degree,Life Sciences,3,3,Manufacturing Director,1,Married,10820,8,No,11,3,1,1,3,7
47,0.0,Travel_Rarely,Research & Development,2,Master,Medical,1,3,Research Director,3,Married,17169,3,No,19,2,2,2,4,17
51,0.0,Travel_Rarely,Research & Development,11,College,Technical Degree,4,2,Manufacturing Director,2,Single,13142,3,No,16,2,0,1,2,2
46,0.0,Travel_Rarely,Research & Development,7,College,Medical,4,3,Manufacturing Director,3,Divorced,10845,6,No,13,2,1,3,3,7
44,1.0,Travel_Rarely,Human Resources,1,College,Medical,2,2,Human Resources,1,Married,10482,9,No,14,4,1,1,3,6
29,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Life Sciences,4,2,Research Director,4,Divorced,16124,3,No,14,2,2,2,2,7
46,0.0,Travel_Rarely,Sales,1,College,Marketing,2,3,Sales Executive,1,Divorced,10453,1,No,25,3,3,2,3,13
29,1.0,Travel_Rarely,Sales,1,Bachelor Degree,Medical,2,2,Sales Representative,3,Divorced,2800,6,Yes,19,3,3,3,3,2
40,0.0,Travel_Rarely,Sales,2,College,Marketing,4,3,Sales Executive,2,Divorced,5715,7,No,12,3,2,5,3,4
30,1.0,Travel_Frequently,Sales,26,Master,Marketing,3,2,Sales Executive,1,Single,6696,5,No,15,3,0,5,2,3
42,0.0,Travel_Rarely,Research & Development,1,College,Life Sciences,4,2,Manufacturing Director,4,Married,6062,9,Yes,13,4,1,4,3,3
41,0.0,Non-Travel,Research & Development,2,Master,Other,1,2,Healthcare Representative,3,Single,6811,2,Yes,17,1,0,3,3,7
42,0.0,Non-Travel,Research & Development,2,Below College,Life Sciences,3,3,Manager,3,Married,17861,0,Yes,13,4,0,3,2,8
25,0.0,Travel_Rarely,Sales,13,Below College,Medical,2,3,Sales Representative,3,Married,2096,1,No,11,3,0,1,3,4
31,1.0,Travel_Rarely,Sales,13,Master,Medical,2,3,Sales Executive,1,Divorced,4233,2,No,17,3,0,2,1,1
41,0.0,Travel_Rarely,Research & Development,6,Bachelor Degree,Medical,4,2,Manufacturing Director,2,Single,6032,6,Yes,15,4,0,3,3,4
36,0.0,Travel_Rarely,Research & Development,2,Master,Life Sciences,3,3,Manufacturing Director,2,Single,5410,9,Yes,11,4,0,2,3,14
38,0.0,Travel_Frequently,Research & Development,12,Bachelor Degree,Life Sciences,1,2,Healthcare Representative,1,Divorced,6288,2,No,15,3,1,3,2,3
35,0.0,Travel_Rarely,Research & Development,1,Master,Life Sciences,4,4,Research Scientist,3,Single,2506,3,No,13,3,0,0,3,2
45,0.0,Non-Travel,Sales,9,Master,Life Sciences,2,2,Sales Executive,3,Married,5593,1,No,13,4,1,2,3,10
47,0.0,Travel_Frequently,Sales,3,Bachelor Degree,Medical,4,3,Sales Executive,3,Divorced,13770,9,Yes,12,4,2,2,2,2
56,0.0,Travel_Rarely,Research & Development,4,Master,Technical Degree,4,3,Manager,1,Divorced,19943,4,No,13,4,1,2,3,2
59,0.0,Non-Travel,Human Resources,2,Master,Human Resources,3,2,Manager,4,Married,18844,9,No,21,4,1,3,3,2
28,1.0,Travel_Rarely,Research & Development,1,College,Life Sciences,1,1,Research Scientist,2,Single,2216,7,Yes,13,4,0,4,3,7
50,1.0,Travel_Frequently,Sales,1,Master,Other,4,3,Sales Executive,3,Single,4728,3,Yes,14,4,0,4,3,0
30,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Medical,3,2,Manufacturing Director,4,Single,6877,5,Yes,24,2,0,4,2,0
30,0.0,Travel_Rarely,Research & Development,9,College,Medical,4,2,Laboratory Technician,3,Single,2206,1,No,13,1,0,5,3,0
21,0.0,Non-Travel,Sales,9,College,Medical,1,3,Sales Representative,4,Single,2610,1,No,24,3,0,3,2,2
35,1.0,Travel_Rarely,Research & Development,14,Master,Other,3,2,Laboratory Technician,2,Divorced,3743,1,Yes,24,4,1,2,1,2
40,0.0,Travel_Rarely,Research & Development,10,Master,Life Sciences,4,4,Laboratory Technician,3,Married,2213,3,Yes,13,3,1,3,3,7
56,0.0,Travel_Rarely,Research & Development,9,Bachelor Degree,Medical,3,3,Healthcare Representative,4,Married,11103,7,No,11,3,0,1,2,7
46,0.0,Travel_Rarely,Research & Development,15,College,Life Sciences,4,3,Research Director,2,Married,19081,5,No,11,1,1,2,3,2
40,0.0,Travel_Rarely,Research & Development,19,College,Medical,3,3,Laboratory Technician,4,Married,2741,8,Yes,15,3,1,2,4,2
46,0.0,Travel_Rarely,Human Resources,5,College,Medical,2,3,Human Resources,2,Divorced,5021,8,Yes,22,4,1,2,3,2
35,0.0,Travel_Rarely,Sales,1,Master,Marketing,3,2,Sales Executive,1,Single,4312,0,No,14,2,0,2,3,13
40,0.0,Travel_Frequently,Research & Development,9,Master,Medical,2,3,Research Director,3,Single,13499,9,No,17,3,0,3,2,7
36,0.0,Non-Travel,Research & Development,8,Bachelor Degree,Life Sciences,1,4,Research Director,1,Married,11713,9,No,14,1,1,2,3,7
43,0.0,Travel_Rarely,Research & Development,6,Bachelor Degree,Medical,1,2,Research Scientist,3,Single,4081,1,Yes,14,1,0,3,1,7
31,0.0,Travel_Frequently,Sales,5,Bachelor Degree,Marketing,4,3,Sales Representative,2,Divorced,2789,1,No,11,3,1,5,2,2
36,0.0,Travel_Rarely,Human Resources,13,Bachelor Degree,Human Resources,3,3,Human Resources,2,Married,2143,4,No,13,2,1,2,3,2
36,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Technical Degree,3,1,Manufacturing Director,1,Divorced,10252,2,Yes,21,3,1,2,3,7
45,0.0,Travel_Rarely,Sales,2,College,Technical Degree,2,1,Sales Representative,3,Single,6632,0,No,13,1,0,3,3,7
27,0.0,Non-Travel,Research & Development,3,Bachelor Degree,Medical,3,2,Research Scientist,3,Divorced,2566,1,Yes,15,4,1,2,2,1
51,0.0,Travel_Rarely,Research & Development,6,Bachelor Degree,Life Sciences,1,3,Research Director,3,Single,19537,7,No,13,3,0,5,3,18
53,0.0,Travel_Frequently,Sales,2,Bachelor Degree,Marketing,3,2,Sales Executive,2,Married,7525,2,No,12,1,1,2,3,7
31,1.0,Travel_Frequently,Research & Development,20,Bachelor Degree,Life Sciences,1,3,Healthcare Representative,3,Married,9824,3,No,12,1,0,2,3,0
35,0.0,Travel_Rarely,Research & Development,27,Below College,Medical,3,2,Research Scientist,1,Single,2559,1,No,11,4,0,3,2,5
27,0.0,Travel_Rarely,Research & Development,11,Below College,Life Sciences,2,3,Laboratory Technician,1,Married,2099,0,No,14,2,0,3,4,0
27,0.0,Travel_Rarely,Research & Development,1,College,Medical,4,3,Laboratory Technician,2,Divorced,3816,1,No,11,2,1,2,3,2
34,0.0,Travel_Rarely,Research & Development,2,Master,Life Sciences,4,2,Manufacturing Director,1,Married,5957,6,No,13,2,1,3,3,9
24,0.0,Travel_Rarely,Sales,3,College,Other,1,3,Sales Executive,3,Married,4999,0,No,21,1,1,2,2,2
38,0.0,Travel_Frequently,Research & Development,7,Bachelor Degree,Life Sciences,4,4,Research Scientist,3,Divorced,2610,1,No,11,4,3,2,3,2
41,0.0,Non-Travel,Sales,10,College,Medical,3,1,Sales Executive,2,Single,6151,1,No,13,1,0,4,3,2
46,0.0,Travel_Rarely,Sales,2,Bachelor Degree,Technical Degree,3,1,Manager,2,Married,16872,3,Yes,12,2,1,2,2,7
30,0.0,Travel_Rarely,Sales,12,Bachelor Degree,Technical Degree,2,3,Sales Executive,3,Single,6577,0,No,11,2,0,6,3,4
46,0.0,Travel_Rarely,Research & Development,1,Master,Medical,4,3,Research Director,4,Divorced,19627,9,No,17,4,2,0,3,2
27,0.0,Travel_Rarely,Research & Development,7,Bachelor Degree,Medical,4,2,Healthcare Representative,1,Single,6811,8,No,19,1,0,2,1,6
32,0.0,Travel_Frequently,Research & Development,2,College,Life Sciences,4,3,Research Scientist,3,Single,4998,4,Yes,14,4,0,2,3,7
41,0.0,Travel_Rarely,Sales,6,Bachelor Degree,Life Sciences,4,3,Manager,4,Single,13591,3,Yes,18,3,0,3,3,0
21,1.0,Travel_Frequently,Sales,1,Below College,Technical Degree,1,2,Sales Representative,2,Single,2174,1,Yes,11,3,0,3,3,2
34,0.0,Travel_Frequently,Research & Development,1,Master,Other,4,3,Research Scientist,1,Divorced,2996,5,No,14,3,2,2,3,3
36,0.0,Travel_Frequently,Research & Development,18,Master,Life Sciences,3,4,Laboratory Technician,4,Married,3688,4,No,18,4,2,2,3,0
34,0.0,Travel_Frequently,Sales,2,Master,Marketing,3,3,Sales Representative,3,Married,2231,6,No,18,4,1,3,3,3
26,1.0,Travel_Rarely,Research & Development,25,Bachelor Degree,Life Sciences,1,1,Laboratory Technician,3,Single,2293,1,No,12,3,0,2,2,0
48,0.0,Travel_Rarely,Research & Development,2,College,Technical Degree,4,4,Laboratory Technician,2,Single,2559,5,No,11,3,0,4,2,0
53,0.0,Travel_Rarely,Research & Development,13,College,Medical,4,4,Manufacturing Director,1,Divorced,4450,1,No,11,3,2,3,3,2
39,0.0,Travel_Rarely,Sales,21,Master,Life Sciences,1,2,Sales Executive,4,Married,6120,3,Yes,12,4,2,2,4,4
31,0.0,Travel_Rarely,Sales,8,College,Life Sciences,1,3,Sales Executive,4,Divorced,10793,1,No,18,1,1,5,3,7
27,0.0,Travel_Frequently,Sales,2,Below College,Life Sciences,4,1,Sales Executive,4,Single,5071,3,No,20,2,0,3,3,2
45,0.0,Travel_Rarely,Sales,9,Bachelor Degree,Marketing,4,3,Sales Executive,1,Divorced,10761,4,Yes,12,3,1,2,3,4
32,0.0,Travel_Frequently,Research & Development,7,Bachelor Degree,Life Sciences,2,4,Laboratory Technician,2,Married,2794,1,No,20,3,0,3,1,1
56,0.0,Travel_Rarely,Research & Development,7,Bachelor Degree,Life Sciences,4,1,Manufacturing Director,4,Single,7260,4,No,11,1,0,3,2,4
51,0.0,Travel_Rarely,Research & Development,7,Master,Medical,2,2,Manufacturing Director,3,Married,6132,2,No,17,3,0,2,3,0
50,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Medical,3,3,Research Director,3,Married,17639,5,No,16,4,0,3,3,3
28,0.0,Travel_Rarely,Research & Development,3,Bachelor Degree,Medical,4,3,Manufacturing Director,2,Divorced,7655,0,No,17,2,3,3,2,7
33,1.0,Travel_Frequently,Research & Development,29,Master,Medical,1,2,Research Scientist,3,Single,4508,1,No,22,2,0,4,3,7
29,1.0,Travel_Rarely,Research & Development,10,Bachelor Degree,Life Sciences,4,2,Research Scientist,1,Single,2404,6,Yes,20,3,0,5,3,0
